,question,is_correct,num_characters,num_words,num_sentences,transformed_text
3392,What is the literal translation of the pope’s Twitter handle?,0,61,13,1,liter translat pope twitter handl
3395,Which of these orders of insects has the largest number of species?,1,67,13,1,order insect largest number speci
3398,What nation’s population lives mainly on islands locally known as “North Island” and “South Island”?,0,100,22,1,nation popul live mainli island local known north island south island
3399,What was noteworthy about the world depicted in Edwin Abbott’s classic novel “Flatland”?,0,88,18,1,noteworthi world depict edwin abbott classic novel flatland
3401,Which is the INCORRECT pairing of actress to “Golden Girl”?,0,59,13,1,incorrect pair actress golden girl
3404,The only Super Bowl halftime show broadcast in 3D had what theme?,1,65,13,1,super bowl halftim show broadcast 3d theme
3406,Which of these is one of the four cardinal directions on a compass?,0,67,14,1,one four cardin direct compass
3409,A popular card game involves telling your opponent to do what?,0,62,12,1,popular card game involv tell oppon
3412,"By area, which of these US states is biggest?",1,45,11,1,area us state biggest
3415,Surviving the Titanic earned Molly Brown what nickname?,0,55,9,1,surviv titan earn molli brown nicknam
3418,Which of the following is NOT made from natural fibers?,1,55,11,1,follow made natur fiber
3421,"In meteorology, okta units measure which of these things?",0,57,11,1,meteorolog okta unit measur thing
3424,Which US federal tax return form is known as the “short” one?,0,61,15,1,us feder tax return form known short one
3427,Which of the following countries sets speed limits in miles per hour?,0,69,13,1,follow countri set speed limit mile per hour
3430,Which of these enlightenment philosophers also wrote a ridiculously steamy novel?,0,81,12,1,enlighten philosoph also wrote ridicul steami novel
3433,A founder of publishing house Simon &amp; Schuster is the parent of a famous what?,0,82,18,1,founder publish hous simon amp schuster parent famou
3436,Which of these entrepreneurs has the most followers on Instagram?,1,65,11,1,entrepreneur follow instagram
3439,Which of these singers has an eponymous album title?,1,52,10,1,singer eponym album titl
3442,Which of these is a common type of building?,1,44,10,1,common type build
3445,"Typically, what kind of sauce is on a cheese pizza?",0,51,12,1,typic kind sauc chees pizza
3448,Which of these words is also a common term in arithmetic?,0,57,12,1,word also common term arithmet
3451,Which of these is a real zodiac sign?,0,37,9,1,real zodiac sign
3454,Which Reese Witherspoon movie has gotten a Broadway musical adaptation?,0,71,11,1,rees witherspoon movi gotten broadway music adapt
3457,"As quoted on a US gov’t website, who said that income tax is “the hardest thing in the world to understand”?",0,108,27,1,quot us gov websit said incom tax hardest thing world understand
3458,The name of a facility for mentally ill foes of Batman is taken from a story by what author?,0,92,20,1,name facil mental ill foe batman taken stori author
3461,A 2017 hack of the “Harvard Crimson” front page made fun of what celebrity?,0,75,17,1,2017 hack harvard crimson front page made fun celebr
3464,Which of these insects is typically the heaviest by far?,0,56,11,1,insect typic heaviest far
3467,Which gulf is NOT located at the northern end of the Red Sea?,1,61,14,1,gulf locat northern end red sea
3470,Who was appointed to the US Senate despite being too young to legally serve?,1,76,15,1,appoint us senat despit young legal serv
3473,The first streaming-only album to win a Grammy takes its title from a kind of what?,0,83,17,1,first album win grammi take titl kind
3475,Soup is typically eaten with what kind of kitchen utensil?,0,58,11,1,soup typic eaten kind kitchen utensil
3478,The Earth is covered in about 70 percent what?,0,46,10,1,earth cover 70 percent
3481,The warning that police give arrested suspects are known as what “rights”?,0,74,15,1,warn polic give arrest suspect known right
3484,"In writing, what set of rules regulates the order of words?",0,59,13,1,write set rule regul order word
3487,What landmark did Ronald Reagan famously tell Mikhail Gorbachev to tear down?,0,77,13,1,landmark ronald reagan famous tell mikhail gorbachev tear
3489,Which of these singers referred to himself as “the Lizard King”?,0,64,14,1,singer refer lizard king
3492,What is the nickname of the NHL player with the record for most games ever played?,0,82,17,1,nicknam nhl player record game ever play
3495,"When referring to cameras, which of these words is part of the acronym DSLR?",0,76,16,1,refer camera word part acronym dslr
3498,"Before “This American Life,” Ira Glass was the co-host of an NPR show based in what city?",1,89,21,1,american life ira glass npr show base citi
3501,Which of these actors does NOT have their own brand of wine?,0,60,13,1,actor brand wine
3504,Which game was created by the same mind behind RoboRally?,1,57,11,1,game creat mind behind robor
3507,Which of these fashion designers once lost his job because the clothes he designed were too grunge?,0,99,18,1,fashion design lost job cloth design grung
3508,"According to Kermit the Frog, “It’s not easy being” what?",1,57,16,1,accord kermit frog easi
3511,What is the largest planet in our solar system?,1,47,10,1,largest planet solar system
3514,What computational device predates pocket calculators by thousands of years?,0,76,11,1,comput devic predat pocket calcul thousand year
3517,The tiny country of Liechtenstein borders what two nations?,0,59,10,1,tini countri liechtenstein border two nation
3520,"What does “brimstone,” as mentioned in the Bible, refer to?",0,59,15,1,brimston mention bibl refer
3523,"Along with California, what state was the first to pass a medical marijuana proposition?",0,88,16,1,along california state first pass medic marijuana proposit
3526,"According to its inventor, the graphics format spelled G-I-F is pronounced how?",0,79,14,1,accord inventor graphic format spell pronounc
3529,“Here Comes the Bride” was written by the composer of which opera?,0,66,15,1,come bride written compos opera
3532,The “Back to the Future” movie trilogy spans how long a period of time?,1,71,17,1,back futur movi trilog span long period time
3535,Which of these dishes would most likely NOT be served at Buckingham Palace?,0,75,14,1,dish would like serv buckingham palac
3538,Which is a component of most modern computers?,1,46,9,1,compon modern comput
3541,Uprooted thistle plants that are driven about by the wind are known as what?,0,76,15,1,uproot thistl plant driven wind known
3544,What internet term is named for a mythical creature?,0,52,10,1,internet term name mythic creatur
3547,Fancy Scotch whisky is often described as “single” what?,0,56,12,1,fanci scotch whiski often describ singl
3550,What does the “S” stand for in the government agency TSA?,0,57,14,1,stand govern agenc tsa
3553,"According to the creator, which of these classic characters is actually NOT a cat?",0,82,16,1,accord creator classic charact actual cat
3556,In what language is “555” internet slang for laughter?,1,54,12,1,languag 555 internet slang laughter
3559,Which of these actors is famous for the classic movie line “I'm walkin’ here!”?,0,79,20,1,actor famou classic movi line walkin
3562,The invention known as the Archimedes’ screw is typically used for what?,1,72,14,1,invent known archimed screw typic use
3565,In which discipline are you most likely to learn about morphemes?,0,65,12,1,disciplin like learn morphem
3568,"When ranking the seven continents by population, which is in the exact middle?",0,78,15,1,rank seven contin popul exact middl
3571,Which show did NOT feature a main cast member who played one of Jerry’s girlfriends on “Seinfeld”?,0,98,22,1,show featur main cast member play one jerri girlfriend seinfeld
3574,What kind of power do televisions run on?,1,41,9,1,kind power televis run
3577,Which of these awards is given to the NBA’s best first-year player?,0,67,15,1,award given nba best player
3580,Which of these Beatles songs is sung entirely in English?,1,57,11,1,beatl song sung entir english
3583,"Of the following cities, which is farthest west?",0,48,10,1,follow citi farthest west
3586,What singer shares a name with a bygone empire headquartered in Ghana?,0,70,13,1,singer share name bygon empir headquart ghana
3589,Which of these battles did NOT happen during World War II?,1,58,12,1,battl happen world war ii
3592,What PBS icon was named an honorary captain of a National Hockey League team?,1,77,15,1,pb icon name honorari captain nation hockey leagu team
3595,The so-called “Billionaire Boys Club” of the 1980s got rich quick through what?,0,79,16,1,billionair boy club 1980 got rich quick
3598,Which of these nations has NOT produced a secretary-general of the United Nations?,1,82,14,1,nation produc unit nation
3601,"Where was Richard Nixon speaking when he famously declared, “I am not a crook”?",0,79,18,1,richard nixon speak famous declar crook
3604,“Dirty water dog” is a New York City nickname for what edible street food?,0,74,17,1,dirti water dog new york citi nicknam edibl street food
3607,A house in need of repairs and remodeling is known as what?,0,59,13,1,hous need repair remodel known
3610,A police officer can search your house without a warrant if they have what cause?,0,81,16,1,polic offic search hous without warrant caus
3613,The tech term “malware” combines what word with software?,1,57,12,1,tech term malwar combin word softwar
3616,"In “The Silence of the Lambs,” Hannibal Lecter paired his fava beans with a wine from what country?",0,99,22,1,silenc lamb hannib lecter pair fava bean wine countri
3619,Which of these synonyms for “large” was coined most recently?,0,61,13,1,synonym larg coin recent
3622,"According to the author of “Harry Potter,” where is Hogwarts?",0,61,14,1,accord author harri potter hogwart
3625,Legendary NBA player Larry Bird went on to coach what team?,0,59,12,1,legendari nba player larri bird went coach team
3628,Which of these US states’ capitals has the fewest residents?,1,60,12,1,us state capit fewest resid
3631,Which of these rappers is the tallest?,1,38,8,1,rapper tallest
3634,What kind of tax does NOT apply in the regular edition of Monopoly?,1,67,14,1,kind tax appli regular edit monopoli
3637,The heroine of Disney’s “The Little Mermaid” was based on a star of what classic sitcom?,1,88,21,1,heroin disney littl mermaid base star classic sitcom
3639,"When the US dollar currency was created, what was its value pegged to?",0,70,15,1,us dollar currenc creat valu peg
3642,Which of these major ancient cities was located the farthest north?,0,67,12,1,major ancient citi locat farthest north
3645,Which person is NOT mentioned in REM’s “It’s the End of the World as We Know It”?,1,81,24,1,person mention rem end world know
3648,Which of these sandwiches is often grilled?,1,43,8,1,sandwich often grill
3651,What is the term for illegally crossing the street while not at a crosswalk?,0,76,15,1,term illeg cross street crosswalk
3654,Which of these is considered an oxymoron?,1,41,8,1,consid oxymoron
3657,The camera was first featured in which iPhone model?,0,52,10,1,camera first featur iphon model
3660,"According to lore, what did the Sphinx ask for before allowing visitors into Thebes?",0,84,16,1,accord lore sphinx ask allow visitor thebe
3663,The director of the horror classic “Scream” also directed which film?,0,69,14,1,director horror classic scream also direct film
3666,Which of these is also known as “the devil’s game”?,0,51,15,1,also known devil game
3669,Which of these US states does NOT have a sales tax?,0,51,12,1,us state sale tax
3672,The concept now known as the “uncanny valley” was created by a scientist from what country?,1,91,19,1,concept known uncanni valley creat scientist countri
3675,Which state is home to a NASA facility named for the 35th US president?,0,71,15,1,state home nasa facil name 35th us presid
3678,"In Psy’s viral 2012 song from South Korea, the term “oppa” loosely translates to which of these?",0,96,23,1,psi viral 2012 song south korea term oppa loos translat
3681,"In the children’s book, which of these foods did “The Very Hungry Caterpillar” eat?",0,83,20,1,children book food hungri caterpillar eat
3684,"In 1954, Roger Bannister became the first man to do what in under four minutes?",1,79,17,1,1954 roger bannist becam first man four minut
3686,A catchy song is sometimes referred to as what?,0,47,10,1,catchi song sometim refer
3689,Which of these is another word for “another word for”?,0,54,13,1,anoth word anoth word
3692,The longest side of a right triangle is called the what?,0,56,12,1,longest side right triangl call
3695,You would find a cloaca in the digestive system of which of these animals?,0,74,15,1,would find cloaca digest system anim
3698,Which singer’s daughter was once the creative director of French fashion house Chloé?,0,85,16,1,singer daughter creativ director french fashion hous chloé
3701,Which of these religious movements was founded by a woman?,0,58,11,1,religi movement found woman
3704,Which of these celebrities is NOT mentioned by name in LFO’s “Summer Girls”?,0,76,18,1,celebr mention name lfo summer girl
3707,Which of these countries relies on nuclear power for more than 75 percent of its electricity?,1,93,17,1,countri reli nuclear power 75 percent electr
3710,Charles Darwin was born on the same exact date and year as which president?,0,75,15,1,charl darwin born exact date year presid
3713,In which of these novels is the first word the same as the title?,1,65,15,1,novel first word titl
3716,Which TV show faced critical backlash after a controversial turn-of-the-millennium hairstyle change?,0,100,13,1,tv show face critic backlash controversi hairstyl chang
3717,Author Ian Fleming created what spy code-named 007?,0,51,9,1,author ian fleme creat spi 007
3720,Which of these is typically sold in a bakery?,1,45,10,1,typic sold bakeri
3723,Which of these words is a synonym for “unstable”?,0,49,12,1,word synonym unstabl
3726,NASA’s Curiosity Rover was built to explore the surface of what?,0,64,14,1,nasa curios rover built explor surfac
3729,The Golden Glove is a US prize given out to top performers in what sport?,0,73,16,1,golden glove us prize given top perform sport
3732,“Boss of Me” by They Might Be Giants was the theme song to what sitcom?,0,71,18,1,boss might giant theme song sitcom
3735,The digastric muscle can be found directly under what body part?,1,64,12,1,digastr muscl found directli bodi part
3738,"Because he likes the “lessons,” what film has the rapper known as Puff Daddy watched at least 63 times?",1,103,23,1,like lesson film rapper known puff daddi watch least 63 time
3741,Meat Loaf’s album “Bat Out of Hell” features songs originally written for a musical about who?,0,94,21,1,meat loaf album bat hell featur song origin written music
3744,Which of these scientists has a common tie knot named in his honor?,0,67,14,1,scientist common tie knot name honor
3747,Which of these words was invented by Jonathan Swift and is a synonym for “big”?,1,79,18,1,word invent jonathan swift synonym big
3750,Paul Newman is mentioned in the first line of what novel?,0,57,12,1,paul newman mention first line novel
3753,Clothes normally go from a washing machine to what other machine?,0,65,12,1,cloth normal go wash machin machin
3756,Which of these animals is usually the smallest?,1,47,9,1,anim usual smallest
3759,Which of these is a shade of red?,1,33,9,1,shade red
3762,"By definition, numbers that are less than zero are classified as what?",0,70,14,1,definit number less zero classifi
3765,What shape best describes the USDA’s current diagram of a balanced diet?,0,72,15,1,shape best describ usda current diagram balanc diet
3768,Which state’s capital contains the name of the state?,1,53,12,1,state capit contain name state
3771,Which of these terms refers to the outer region of the Sun’s atmosphere?,0,72,16,1,term refer outer region sun atmospher
3774,Which animal is NOT a species of wild cat?,1,42,10,1,anim speci wild cat
3777,The lead actor in “Better Call Saul” starred on what ’90s sketch comedy TV series?,1,82,19,1,lead actor better call saul star 90 sketch comedi tv seri
3780,Which of these would a doctor most likely make use of?,0,54,12,1,would doctor like make use
3783,Which US president did NOT win a Nobel Peace Prize?,0,51,11,1,us presid win nobel peac prize
3786,The author of which of these works also wrote a famous biography of Christopher Columbus?,1,89,16,1,author work also wrote famou biographi christoph columbu
3788,The duration of a pregnancy is usually measured in what?,0,56,11,1,durat pregnanc usual measur
3791,Which of these is most likely to cause hair static?,0,51,11,1,like caus hair static
3794,Which of these shapes has the most sides?,1,41,9,1,shape side
3797,Which of these would be considered a peccadillo?,1,48,9,1,would consid peccadillo
3800,Which of these terms refers to a popular type of wooden board used for decorating?,1,82,16,1,term refer popular type wooden board use decor
3803,The 20th century US Supreme Court Justice Marshall was born with what first name?,0,81,15,1,20th centuri us suprem court justic marshal born first name
3806,The game now known as laser tag began as a 1979 toy inspired by what franchise?,1,79,17,1,game known laser tag began 1979 toy inspir franchis
3809,The designer of the Louis Vuitton Multicolore monogram has also created album cover art for which musician?,0,107,18,1,design loui vuitton multicolor monogram also creat album cover art musician
3810,"In the film version of “Matilda,” which Olympic sport did Miss Trunchbull compete in?",0,85,18,1,film version matilda olymp sport miss trunchbul compet
3813,A massive 2017 hit by Selena Gomez sampled a ’70s song with what memorable lyric?,1,81,17,1,massiv 2017 hit selena gomez sampl 70 song memor lyric
3815,Which of these creatures is NOT represented by a professional Japanese baseball team?,0,85,14,1,creatur repres profession japanes basebal team
3818,Denver’s Union Station once banned which of these things?,0,57,12,1,denver union station ban thing
3821,Which of these typically stores sweet treats?,0,45,8,1,typic store sweet treat
3824,Which term describes pajamas with initials stitched onto them?,1,62,10,1,term describ pajama initi stitch onto
3827,What type of wine is spoiled in a hit ’90s song by Alanis Morissette?,1,69,16,1,type wine spoil hit 90 song alani morissett
3830,Which of these children’s books was written and illustrated by the same person?,0,79,16,1,children book written illustr person
3832,"By definition, an expert in amanuensis is helpful in what?",0,58,12,1,definit expert amanuensi help
3835,What music legend’s hat stole the show at the 2009 presidential inauguration?,1,77,15,1,music legend hat stole show 2009 presidenti inaugur
3838,The creator of which of these fonts has publicly declared it “the best font in the world”?,1,90,20,1,creator font publicli declar best font world
3841,Which of these shows typically features voiceover narration instead of an on-screen host?,0,89,14,1,show typic featur voiceov narrat instead host
3844,"Bessie, the US equivalent to the Loch Ness monster, is rumored to live in what lake?",0,84,19,1,bessi us equival loch ness monster rumor live lake
3847,Which of these veteran filmmakers has directed an R-rated movie?,0,64,11,1,veteran filmmak direct movi
3850,Andy Warhol reportedly once said that “everyone will be world-famous for” how long?,0,83,16,1,andi warhol reportedli said everyon long
3852,What is the name of the traditional Japanese art form that combines dancing and theater?,0,88,16,1,name tradit japanes art form combin danc theater
3855,What type of grinning animal is famously featured in “Alice’s Adventures in Wonderland”?,0,88,18,1,type grin anim famous featur alic adventur wonderland
3858,Who lends his name to the machines that typically resurface the ice at skating rinks?,1,85,16,1,lend name machin typic resurfac ice skate rink
3861,"Though it is still several years away, the fifth day of May in 2025 has what unofficial title?",0,94,20,1,though still sever year away fifth day may 2025 unoffici titl
3863,Which of these is NOT part of the modern version of the Hippocratic Oath?,0,73,15,1,part modern version hippocrat oath
3866,Which of these places named its capital after John the Baptist?,0,63,12,1,place name capit john baptist
3869,The director of which film appeared in several episodes of “Degrassi: The Next Generation”?,1,91,18,1,director film appear sever episod degrassi next gener
3872,Which of these words is NOT part of the diving acronym SCUBA?,0,61,13,1,word part dive acronym scuba
3875,Which island purportedly inspired the setting for Shakespeare’s “The Tempest”?,0,78,15,1,island purportedli inspir set shakespear tempest
3878,The acclaimed author of “The Year of Magical Thinking” has appeared in ads for what fashion brand?,0,98,20,1,acclaim author year magic think appear ad fashion brand
3881,Bob Marley’s son performs the theme song for a hit animated TV show about a talking what?,0,89,20,1,bob marley son perform theme song hit anim tv show talk
3884,A single piece of clothing that covers the entire body is called what?,0,70,14,1,singl piec cloth cover entir bodi call
3887,Which of these irons is a common heat-styling tool for hair?,0,60,12,1,iron common tool hair
3890,What is the name of the first book of the Christian Bible?,0,58,13,1,name first book christian bibl
3893,Which of these terms means “common people”?,0,43,10,1,term mean common peopl
3896,"Geographically speaking, an atoll is a type of what?",1,52,11,1,geograph speak atol type
3899,Which of these is a right granted by the Sixth Amendment?,0,57,12,1,right grant sixth amend
3902,What does the Italian exclamation “Basta!” translate to in English?,1,67,14,1,italian exclam basta translat english
3905,Which US president never had a spouse?,1,38,8,1,us presid never spous
3908,The Swiss Open has twice given out which of these to a top tennis player?,0,73,16,1,swiss open twice given top tenni player
3911,Which of these brands does NOT have a designer contracted for life?,0,67,13,1,brand design contract life
3914,"According to Japanese tradition, a wedding scheduled on “butsumetsu” would likely result in what?",0,97,18,1,accord japanes tradit wed schedul butsumetsu would like result
3915,Which of these actors is known for tweeting pictures of his own paintings?,1,74,14,1,actor known tweet pictur paint
3918,Which is a common flavor of toothpaste?,1,39,8,1,common flavor toothpast
3921,"What is a derisive name for a large, generic suburban home?",0,59,13,1,deris name larg gener suburban home
3924,Which of these is a food that vegans would eat?,1,47,11,1,food vegan would eat
3927,Which of these US states is part of the Delmarva Peninsula?,0,59,12,1,us state part delmarva peninsula
3930,"Thanks to its density, which of these elements is the heaviest?",1,63,13,1,thank densiti element heaviest
3933,Which of these terms refers to avoiding tasks by pretending to be unable to do them?,0,84,17,1,term refer avoid task pretend unabl
3935,What school shares its name with a character from the legends of King Arthur?,0,77,15,1,school share name charact legend king arthur
3938,Which of these artists has NOT recorded a song based on “Wuthering Heights”?,1,76,16,1,artist record song base wuther height
3941,The Theridion grallator is a Hawaiian spider famous for what distinctive pattern on its back?,1,93,16,1,theridion grallat hawaiian spider famou distinct pattern back
3943,Which Canadian author wrote a book nobody will be able to read until the next century?,0,86,17,1,canadian author wrote book nobodi abl read next centuri
3946,The only dwarf planet in our solar system’s asteroid belt is named for a goddess of what?,0,89,20,1,dwarf planet solar system asteroid belt name goddess
3949,"Rumored to be made of unicorn horns, the throne chair of Denmark is actually made of what?",0,90,19,1,rumor made unicorn horn throne chair denmark actual made
3952,Which machine would you most likely find in a gym?,0,50,11,1,machin would like find gym
3955,"According to an old saying, “You can’t judge a book by its” what?",0,65,19,1,accord old say judg book
3958,Which of these is the name of a famous cartoon chipmunk?,0,56,12,1,name famou cartoon chipmunk
3961,Which of these properties is often measured in fluid ounces?,0,60,11,1,properti often measur fluid ounc
3964,Which of these terms is used to describe the news media?,1,56,12,1,term use describ news media
3967,"In the 1989 film “Turner &amp; Hooch,” what kind of animal was Hooch?",1,69,19,1,1989 film turner amp hooch kind anim hooch
3970,Which of these islands is in the Caribbean?,0,43,9,1,island caribbean
3973,The rapper Q-Tip is part of what classic hip-hop group?,1,55,11,1,rapper part classic group
3976,The Barbie of Barbie doll fame shares her last name with what current government official?,0,90,16,1,barbi barbi doll fame share last name current govern offici
3977,Which of these dog breeds has won the most Best in Show awards at Westminster?,0,78,16,1,dog breed best show award westminst
3980,The Lone Star State does NOT border which state?,1,48,10,1,lone star state border state
3983,Who was inducted into the National Inventors Hall of Fame first?,1,64,12,1,induct nation inventor hall fame first
3986,Who is the Eiffel Tower named after?,1,36,8,1,eiffel tower name
3989,Which of these places is located in the tropics?,0,48,10,1,place locat tropic
3992,What is the name of the layer that lies between the crust and core of the Earth?,1,80,18,1,name layer lie crust core earth
3995,Which of these is considered “higher” mathematics?,0,50,10,1,consid higher mathemat
3998,Which of these is NOT one of Switzerland’s official languages?,0,62,13,1,one switzerland offici languag
4001,"On the periodic table of the elements, what are the horizontal rows called?",0,75,15,1,period tabl element horizont row call
4004,Which of these college football teams famously has the largest stadium?,0,71,12,1,colleg footbal team famous largest stadium
4007,Which of these landmark Supreme Court cases was handed down first?,1,66,12,1,landmark suprem court case hand first
4010,"In the world of comic books, what does “retcon” mean?",0,53,14,1,world comic book retcon mean
4013,The Rolling Stones song “Sympathy for the Devil” was said to be inspired by what literary work?,0,95,20,1,roll stone song sympathi devil said inspir literari work
4014,Which of these is the title of only one book of the Bible?,0,58,14,1,titl one book bibl
4017,"On AFI’s list of the top 100 movie quotes, two of the top three were spoken by what actor?",0,90,23,1,afi list top 100 movi quot two top three spoken actor
4019,Two items that are difficult to compare are often said to be what?,0,66,14,1,two item difficult compar often said
4022,"By definition, a hotel room advertised as having AC has what?",0,61,13,1,definit hotel room advertis ac
4025,The comic strip “B.C.” is mainly about what?,0,44,11,1,comic strip mainli
4028,Which of these particles is NOT found within an atomic nucleus?,1,63,12,1,particl found within atom nucleu
4031,What billionaire runs the corporate behemoth Berkshire Hathaway?,0,64,9,1,billionair run corpor behemoth berkshir hathaway
4034,“Let My Love Open the Door” was a hit for a former member of what band?,1,71,19,1,let love open door hit former member band
4037,Which of these BBQ dishes is most closely tied to Kentucky?,1,59,12,1,bbq dish close tie kentucki
4040,Which of these words is used to refer to more than one ferret?,1,62,14,1,word use refer one ferret
4043,Which cartoon character made his first TV appearance in an ad for a fruit juice?,0,80,16,1,cartoon charact made first tv appear ad fruit juic
4046,You are most likely to hear the Tetum language spoken in which capital city?,1,76,15,1,like hear tetum languag spoken capit citi
4049,The New York Daily Advertiser was a newspaper famous for publishing what?,0,73,13,1,new york daili advertis newspap famou publish
4052,The final words of which famous poem are written in the Sanskrit language?,0,74,14,1,final word famou poem written sanskrit languag
4055,Which of these is NOT a common type of underwear?,1,49,11,1,common type underwear
4058,A person who can’t decide something is said to be “sitting on the” what?,0,72,19,1,person decid someth said sit
4061,"When referring to the rodent, which of these is the correct plural form of “mouse”?",0,83,19,1,refer rodent correct plural form mous
4064,What does the “A” in the biological acronym “DNA” stand for?,0,60,16,1,biolog acronym dna stand
4067,What is the capital of the North Star State?,0,44,10,1,capit north star state
4070,Which of these investments takes longest to mature?,1,51,9,1,invest take longest matur
4073,The mnemonic “King Henry Doesn’t Usually Drink Chocolate Milk” is used to remember what?,0,88,19,1,mnemon king henri usual drink chocol milk use rememb
4075,Which of these states is home to the tallest structure in the Western Hemisphere?,0,81,15,1,state home tallest structur western hemispher
4078,Which of these is an anagram of “twelve plus one”?,1,50,13,1,anagram twelv plu one
4081,Guns N’ Roses once wrote a song with the same title as what author's most famous work?,1,86,20,1,gun n rose wrote song titl author famou work
4083,Which of the following cities is NOT home to an inaugural NHL team?,1,67,14,1,follow citi home inaugur nhl team
4086,Whose Twitter handle comes first in alphabetical order?,0,55,9,1,whose twitter handl come first alphabet order
4089,Which of these is a character from the 1980s cartoon series titled “Ghostbusters”?,0,82,16,1,charact 1980 cartoon seri titl ghostbust
4092,Which nation’s flag features a simple geometric form meant to resemble the nation’s shape?,1,90,19,1,nation flag featur simpl geometr form meant resembl nation shape
4095,The last lines spoken by Shakespeare’s Romeo and Othello both include what word?,0,80,16,1,last line spoken shakespear romeo othello includ word
4098,Which of these is a common office supply?,0,41,9,1,common offic suppli
4101,Which of these is the name of the ship that famously brought the Pilgrims to America?,0,85,17,1,name ship famous brought pilgrim america
4104,Which of these states lies farthest west?,1,41,8,1,state lie farthest west
4107,Which of these people was president of the US during the Civil War?,1,67,14,1,peopl presid us civil war
4110,What would you directly learn to do from the Chicago Manual of Style?,1,69,14,1,would directli learn chicago manual style
4113,Which sport does NOT have a US Open?,0,36,9,1,sport us open
4116,"What is the name of the treat that plays a key role in “The Lion, the Witch and the Wardrobe”?",1,94,24,1,name treat play key role lion witch wardrob
4117,A “rack-and-pinion” assembly relies on what mechanical concept?,0,63,11,1,assembl reli mechan concept
4120,Which of these is both a body part and the phonetic pronunciation of a letter in the Hebrew alphabet?,0,101,20,1,bodi part phonet pronunci letter hebrew alphabet
4123,What classic video game was partly designed by founders of Apple Computer?,0,74,13,1,classic video game partli design founder appl comput
4126,Which city is NOT a terminus of the Panama Canal?,0,49,11,1,citi terminu panama canal
4129,The element named from the Latin for “flint” is typically used to make what?,0,76,17,1,element name latin flint typic use make
4132,"If your clothes catch fire, you are supposed to stop, drop, and what?",0,69,17,1,cloth catch fire suppos stop drop
4135,What term refers to diving headfirst into a pool with arms wide open at the start?,0,82,17,1,term refer dive headfirst pool arm wide open start
4138,What was the name of the wrestling giant who starred in “The Princess Bride”?,0,77,17,1,name wrestl giant star princess bride
4141,Which of these words has won Oxford Dictionaries Word of the Year?,0,66,13,1,word oxford dictionari word year
4144,Another way to express the number 1000 is to write “ten to the” what?,0,69,17,1,anoth way express number 1000 write ten
4147,In which of these terms does the initial refer to the name of an emperor?,0,73,16,1,term initi refer name emperor
4150,What European mountain range is named for its visibility to incoming American ships?,0,84,14,1,european mountain rang name visibl incom american ship
4153,Which of these words can describe both a hat and a type of sleeve?,1,66,15,1,word describ hat type sleev
4156,From where did the Titanic originally set sail?,0,47,9,1,titan origin set sail
4159,Which of these video game companies first made playing cards?,1,61,11,1,video game compani first made play card
4162,Which of these is actually in the country of Scotland?,0,54,11,1,actual countri scotland
4165,"Though they all ended quickly, which of these late-night hosts had the shortest run?",0,84,16,1,though end quickli host shortest run
4168,What color are most official New York taxicabs?,1,47,9,1,color offici new york taxicab
4171,The word “flauta” literally translates to what in English?,0,58,12,1,word flauta liter translat english
4174,What “butler” lent his name to a popular 1990s search engine?,0,61,14,1,butler lent name popular 1990 search engin
4177,Which of these animated movies featured the song “A Whole New World”?,1,69,15,1,anim movi featur song whole new world
4180,What judge oversaw the 1994-95 trial of OJ Simpson?,1,51,10,1,judg oversaw trial oj simpson
4183,Which of these fabrics is most closely associated with picnics?,0,63,11,1,fabric close associ picnic
4186,Eliza Schuyler Hamilton helped raise money to build what DC landmark?,0,69,12,1,eliza schuyler hamilton help rais money build dc landmark
4189,Which of these cities’ NBA teams has a bird as a mascot?,0,56,14,1,citi nba team bird mascot
4192,"In publishing, what is typically found next to “verso”?",0,55,13,1,publish typic found next verso
4195,Which of these dogs is thought to NOT get its name from its color?,0,66,15,1,dog thought get name color
4198,The two sides of the Great Wall of China face China and what?,0,61,14,1,two side great wall china face china
4201,The actor behind which “Fresh Prince” character also had a long career voicing cartoon villains?,0,96,18,1,actor behind fresh princ charact also long career voic cartoon villain
4204,Michael Jackson was known as the King of what?,0,46,10,1,michael jackson known king
4207,"According to old superstition, in order to avoid a jinx you should knock on what?",1,81,17,1,accord old superstit order avoid jinx knock
4210,What is the name of the imaginary line at zero degrees latitude?,0,64,13,1,name imaginari line zero degre latitud
4213,The arrow next to the gas gauge on a car dashboard is designed to point to what?,0,80,18,1,arrow next ga gaug car dashboard design point
4216,Frenchman Fernand Lamaze came up with a popular technique for what?,1,67,12,1,frenchman fernand lamaz came popular techniqu
4219,"If you filed an extension on your individual US tax return this year, when is your new deadline?",1,96,20,1,file extens individu us tax return year new deadlin
4222,Which of these phrases has NOT been the title of a James Bond film?,1,67,15,1,phrase titl jame bond film
4225,Which of these nations shares a border with Italy?,0,50,10,1,nation share border itali
4228,What classic cartoon character’s catchphrase refers to a dish of corn and lima beans?,1,85,17,1,classic cartoon charact catchphras refer dish corn lima bean
4231,Which of these prizes did author Annie Proulx NOT earn for “Brokeback Mountain”?,1,80,16,1,prize author anni proulx earn brokeback mountain
4234,The 1980 US hockey team won the gold medal by defeating which country in the final game?,1,88,18,1,1980 us hockey team gold medal defeat countri final game
